district,year,month,date,ndvi,ndwi,ndbi,sensor,cloud_cover_pct,data_source,notes
Coimbatore,2011,6,2011-06-15,0.767,-0.011,-0.128,Landsat-7 ETM+,7.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,7,2011-07-15,0.687,-0.073,0.172,Sentinel-2A MSI,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,8,2011-08-15,0.582,0.025,-0.092,Landsat-7 ETM+,4.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,9,2011-09-15,0.637,0.462,0.297,Sentinel-2B MSI,0.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,10,2011-10-15,0.452,-0.119,0.275,Sentinel-2B MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,11,2011-11-15,0.387,0.123,-0.12,Sentinel-2B MSI,5.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2011,12,2011-12-15,0.514,0.332,-0.038,Sentinel-2B MSI,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,1,2015-01-15,0.446,-0.061,-0.134,Sentinel-2B MSI,12.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,2,2015-02-15,0.473,-0.39,0.074,Landsat-7 ETM+,14.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,3,2015-03-15,0.329,-0.318,0.308,Sentinel-2A MSI,14.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,4,2015-04-15,0.229,-0.109,0.115,Sentinel-2A MSI,3.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,5,2015-05-15,0.249,0.245,0.13,Landsat-7 ETM+,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,6,2015-06-15,0.562,0.09,0.364,Sentinel-2B MSI,4.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,7,2015-07-15,0.473,0.386,0.169,Sentinel-2A MSI,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,8,2015-08-15,0.582,0.033,0.27,Sentinel-2A MSI,6.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,9,2015-09-15,0.515,0.288,0.164,Landsat-7 ETM+,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,10,2015-10-15,0.555,0.131,0.352,Sentinel-2A MSI,5.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,11,2015-11-15,0.515,0.487,0.122,Landsat-5 TM,1.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Coimbatore,2015,12,2015-12-15,0.526,-0.13,0.315,Landsat-5 TM,7.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Coimbatore, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,1,2005-01-15,0.464,-0.113,0.11,Landsat-7 ETM+,1.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,2,2005-02-15,0.483,0.036,-0.031,Landsat-5 TM,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,3,2005-03-15,0.356,-0.134,-0.076,Sentinel-2A MSI,13.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,4,2005-04-15,0.114,0.042,0.257,Landsat-7 ETM+,11.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,5,2005-05-15,0.197,0.044,0.23,Sentinel-2A MSI,2.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,6,2005-06-15,0.493,0.027,-0.219,Landsat-8 OLI,5.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,7,2005-07-15,0.497,0.196,0.186,Landsat-7 ETM+,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,8,2005-08-15,0.621,0.278,0.024,Sentinel-2B MSI,2.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,9,2005-09-15,0.564,-0.021,-0.245,Sentinel-2A MSI,13.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,10,2005-10-15,0.619,0.109,-0.06,Sentinel-2B MSI,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,11,2005-11-15,0.561,0.12,-0.084,Sentinel-2A MSI,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2005,12,2005-12-15,0.359,0.051,-0.087,Landsat-8 OLI,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,1,2011-01-15,0.506,-0.394,0.226,Landsat-5 TM,13.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,2,2011-02-15,0.532,0.232,0.177,Landsat-7 ETM+,9.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,3,2011-03-15,0.234,0.035,0.123,Landsat-7 ETM+,9.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,4,2011-04-15,0.345,-0.184,-0.008,Sentinel-2B MSI,5.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,5,2011-05-15,0.217,-0.171,-0.021,Landsat-7 ETM+,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,6,2011-06-15,0.659,0.172,0.252,Landsat-7 ETM+,3.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,7,2011-07-15,0.696,0.365,0.161,Landsat-8 OLI,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,8,2011-08-15,0.548,0.328,-0.126,Sentinel-2A MSI,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,9,2011-09-15,0.678,0.353,-0.242,Sentinel-2B MSI,1.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,10,2011-10-15,0.585,-0.016,-0.04,Landsat-8 OLI,1.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,11,2011-11-15,0.349,0.419,0.059,Sentinel-2B MSI,3.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2011,12,2011-12-15,0.395,0.437,-0.084,Sentinel-2A MSI,1.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,1,2015-01-15,0.313,0.297,-0.186,Landsat-7 ETM+,13.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,2,2015-02-15,0.372,0.069,0.159,Sentinel-2B MSI,6.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,3,2015-03-15,0.264,-0.11,-0.196,Sentinel-2A MSI,9.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,4,2015-04-15,0.316,0.083,-0.131,Sentinel-2A MSI,14.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,5,2015-05-15,0.281,0.08,0.049,Landsat-8 OLI,0.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,6,2015-06-15,0.58,0.464,0.203,Landsat-5 TM,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,7,2015-07-15,0.652,-0.185,0.183,Landsat-7 ETM+,14.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,8,2015-08-15,0.657,0.381,0.055,Sentinel-2B MSI,3.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,9,2015-09-15,0.694,-0.097,0.245,Landsat-5 TM,4.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,10,2015-10-15,0.794,0.178,0.189,Landsat-5 TM,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,11,2015-11-15,0.307,0.353,-0.119,Landsat-8 OLI,0.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Cuddalore,2015,12,2015-12-15,0.366,0.095,-0.187,Landsat-5 TM,7.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Cuddalore, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,1,2005-01-15,0.507,-0.324,0.027,Sentinel-2B MSI,0.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,2,2005-02-15,0.543,-0.035,0.002,Landsat-5 TM,0.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,3,2005-03-15,0.236,0.08,0.02,Sentinel-2A MSI,1.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,4,2005-04-15,0.177,-0.354,-0.099,Sentinel-2B MSI,8.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,5,2005-05-15,0.264,-0.029,-0.0,Sentinel-2B MSI,6.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,6,2005-06-15,0.649,0.258,0.233,Sentinel-2B MSI,10.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,7,2005-07-15,0.51,-0.04,-0.064,Sentinel-2A MSI,6.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,8,2005-08-15,0.65,0.019,-0.11,Landsat-7 ETM+,10.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,9,2005-09-15,0.551,-0.14,-0.012,Landsat-8 OLI,12.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,10,2005-10-15,0.626,0.193,-0.069,Landsat-5 TM,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,11,2005-11-15,0.569,0.096,0.254,Landsat-5 TM,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2005,12,2005-12-15,0.455,0.205,-0.133,Sentinel-2A MSI,3.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,1,2011-01-15,0.406,-0.143,0.169,Sentinel-2B MSI,3.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,2,2011-02-15,0.442,0.137,0.092,Sentinel-2B MSI,0.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,3,2011-03-15,0.369,-0.213,-0.151,Landsat-8 OLI,13.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,4,2011-04-15,0.188,-0.3,0.112,Landsat-5 TM,2.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,5,2011-05-15,0.23,0.122,-0.132,Sentinel-2A MSI,6.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,6,2011-06-15,0.478,0.027,0.268,Sentinel-2B MSI,1.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,7,2011-07-15,0.432,0.232,0.121,Landsat-8 OLI,6.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,8,2011-08-15,0.588,0.09,-0.131,Sentinel-2B MSI,1.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,9,2011-09-15,0.557,0.275,0.018,Landsat-8 OLI,0.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,10,2011-10-15,0.579,-0.195,-0.084,Landsat-7 ETM+,11.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,11,2011-11-15,0.482,-0.116,0.024,Sentinel-2A MSI,2.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2011,12,2011-12-15,0.446,0.15,0.208,Landsat-8 OLI,1.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,1,2015-01-15,0.477,-0.387,0.257,Landsat-8 OLI,8.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,2,2015-02-15,0.486,-0.108,-0.187,Landsat-5 TM,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,3,2015-03-15,0.229,-0.078,0.129,Landsat-8 OLI,1.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,4,2015-04-15,0.293,0.012,0.038,Sentinel-2A MSI,13.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,5,2015-05-15,0.271,0.145,-0.208,Landsat-5 TM,8.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,6,2015-06-15,0.536,0.046,0.277,Landsat-7 ETM+,3.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,7,2015-07-15,0.464,0.222,0.168,Landsat-5 TM,2.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,8,2015-08-15,0.681,0.328,0.168,Sentinel-2A MSI,10.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,9,2015-09-15,0.729,0.491,-0.072,Landsat-8 OLI,2.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,10,2015-10-15,0.465,0.012,-0.099,Landsat-5 TM,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,11,2015-11-15,0.361,-0.174,-0.047,Landsat-8 OLI,1.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Dharmapuri,2015,12,2015-12-15,0.558,0.231,0.029,Sentinel-2A MSI,8.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dharmapuri, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,1,2005-01-15,0.565,-0.371,0.25,Sentinel-2B MSI,9.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,2,2005-02-15,0.412,-0.294,-0.216,Landsat-5 TM,12.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,3,2005-03-15,0.366,-0.341,0.105,Landsat-5 TM,3.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,4,2005-04-15,0.231,-0.034,-0.163,Landsat-8 OLI,13.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,5,2005-05-15,0.255,0.075,-0.221,Landsat-8 OLI,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,6,2005-06-15,0.496,-0.001,0.148,Sentinel-2B MSI,13.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,7,2005-07-15,0.558,-0.101,-0.058,Sentinel-2A MSI,1.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,8,2005-08-15,0.621,0.191,0.104,Landsat-8 OLI,12.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,9,2005-09-15,0.684,0.317,0.127,Sentinel-2B MSI,1.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,10,2005-10-15,0.652,-0.187,-0.08,Landsat-7 ETM+,5.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,11,2005-11-15,0.472,0.5,-0.165,Landsat-8 OLI,12.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2005,12,2005-12-15,0.397,0.385,0.236,Landsat-5 TM,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,1,2011-01-15,0.537,0.018,-0.165,Landsat-7 ETM+,12.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,2,2011-02-15,0.535,-0.284,-0.009,Sentinel-2A MSI,5.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,3,2011-03-15,0.341,0.027,0.164,Sentinel-2A MSI,3.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,4,2011-04-15,0.244,0.149,0.247,Landsat-7 ETM+,5.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,5,2011-05-15,0.388,-0.077,-0.095,Sentinel-2A MSI,7.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,6,2011-06-15,0.542,-0.06,0.083,Landsat-8 OLI,0.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,7,2011-07-15,0.581,0.454,0.141,Sentinel-2B MSI,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,8,2011-08-15,0.562,-0.009,0.248,Landsat-7 ETM+,12.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,9,2011-09-15,0.519,0.372,0.237,Landsat-5 TM,6.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,10,2011-10-15,0.556,0.07,-0.205,Landsat-7 ETM+,0.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,11,2011-11-15,0.57,0.255,0.185,Landsat-7 ETM+,0.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2011,12,2011-12-15,0.531,0.382,0.167,Sentinel-2A MSI,6.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,1,2015-01-15,0.309,-0.221,0.209,Sentinel-2B MSI,14.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,2,2015-02-15,0.464,0.143,-0.119,Landsat-5 TM,0.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,3,2015-03-15,0.263,-0.08,-0.189,Sentinel-2A MSI,9.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,4,2015-04-15,0.155,-0.231,-0.171,Sentinel-2A MSI,0.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,5,2015-05-15,0.228,-0.269,0.118,Sentinel-2B MSI,14.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Dindigul,2015,6,2015-06-15,0.473,0.155,0.294,Sentinel-2B MSI,0.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Dindigul, 2015-06. Replace with real Sentinel-2/Landsat analysis."
